"Handle","URL","Current Title","Current Description (first 200 chars)","Current Meta Description","Has JSON-LD","JSON-LD Type","Has Brand in JSON-LD","Has Reviews in JSON-LD","Has Offers in JSON-LD","Tag Count","Variant Count","Image Count","Recommended Title","Recommended Meta Description","Optimization Notes"
"microluxe-rib-sleep-pant-2","https://tascperformance.com/products/microluxe-rib-sleep-pant-2","MicroLuxe Rib Sleep Pant","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With new colors and updated fits for ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With new colors and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - grab the mor","Yes","Product","Yes","No","Yes","18","5","4","","","Add reviews/ratings to JSON-LD; Title may be too short"
"microluxe-rib-sleep-long-sleeve-henley-3","https://tascperformance.com/products/microluxe-rib-sleep-long-sleeve-henley-3","MicroLuxe Rib Sleep Long Sleeve Henley","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - this sleepwear is made for the sheets and the streets, so you can grab the morning paper or tra","Yes","Product","Yes","No","Yes","19","5","5","","","Add reviews/ratings to JSON-LD"
"microluxe-rib-sleep-long-sleeve-henley-2","https://tascperformance.com/products/microluxe-rib-sleep-long-sleeve-henley-2","MicroLuxe Rib Sleep Long Sleeve Henley","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - this sleepwear is made for the sheets and the streets, so you can grab the morning paper or tra","Yes","Product","Yes","No","Yes","18","5","5","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-boyfriend-sleep-short-3","https://tascperformance.com/products/bamboo-silk-boyfriend-sleep-short-3","Bamboo Silk Boyfriend Sleep Short","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - gra","Yes","Product","Yes","No","Yes","21","5","5","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-boyfriend-sleep-short-2","https://tascperformance.com/products/bamboo-silk-boyfriend-sleep-short-2","Bamboo Silk Boyfriend Sleep Short","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - gra","Yes","Product","Yes","No","Yes","19","5","5","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-sleep-v-neck-2","https://tascperformance.com/products/bamboo-silk-sleep-v-neck-2","Bamboo Silk Sleep V-Neck","Ready. Set. Sleep. Repeat. Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank. This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightw","Ready. Set. Sleep. Repeat.  Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank.  This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightweight, and machine washable! Perfect for a good night's sleep, especially when paired with our Bamboo Silk Sleep Short","Yes","Product","Yes","No","Yes","24","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"bamboo-silk-sleep-v-neck-1","https://tascperformance.com/products/bamboo-silk-sleep-v-neck-1","Bamboo Silk Sleep V-Neck","Ready. Set. Sleep. Repeat. Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank. This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightw","Ready. Set. Sleep. Repeat.  Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank.  This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightweight, and machine washable! Perfect for a good night's sleep, especially when paired with our Bamboo Silk Sleep Short","Yes","Product","Yes","No","Yes","20","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"bamboo-silk-sleep-v-neck","https://tascperformance.com/products/bamboo-silk-sleep-v-neck","Bamboo Silk Sleep V-Neck","Ready. Set. Sleep. Repeat. Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank. This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightw","Ready. Set. Sleep. Repeat.  Take your rest day to a cozier level with our new Bamboo Silk Sleep V-Neck Tank.  This sleep tank is sustainably made with bamboo silk fabrication that's smooth, soft, lightweight, and machine washable! Perfect for a good night's sleep, especially when paired with our Bamboo Silk Sleep Short","Yes","Product","Yes","No","Yes","19","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"microluxe-rib-sleep-pant-m-2","https://tascperformance.com/products/microluxe-rib-sleep-pant-m-2","MicroLuxe Rib Sleep Pant M","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new palette and updated fits f","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it any where - grab the","Yes","Product","Yes","No","Yes","19","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"microluxe-rib-sleep-long-sleeve-2","https://tascperformance.com/products/microluxe-rib-sleep-long-sleeve-2","MicroLuxe Rib Sleep Long Sleeve","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated ","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - this sleepwear is made for the sheets and the streets, so you can grab the morning paper or tra","Yes","Product","Yes","No","Yes","23","5","5","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-sleep-short-sleeve-henley-2","https://tascperformance.com/products/bamboo-silk-sleep-short-sleeve-henley-2","Bamboo Silk Sleep Short Sleeve Henley","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color and updated fits for","You asked, we delivered. Our Luxury Sleepwear collection is back. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - grab the mo","Yes","Product","Yes","No","Yes","21","5","5","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-boyfriend-sleep-short","https://tascperformance.com/products/bamboo-silk-boyfriend-sleep-short","Bamboo Silk Boyfriend Sleep Short","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - gr","Yes","Product","Yes","No","Yes","20","5","5","","","Add reviews/ratings to JSON-LD"
"microluxe-rib-sleep-pant","https://tascperformance.com/products/microluxe-rib-sleep-pant","MicroLuxe Rib Sleep Pant","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywhere - gr","Yes","Product","Yes","No","Yes","16","5","5","","","Add reviews/ratings to JSON-LD; Title may be too short"
"microluxe-rib-sleep-long-sleeve-henley","https://tascperformance.com/products/microluxe-rib-sleep-long-sleeve-henley","MicroLuxe Rib Sleep Long Sleeve Henley","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - this sleepwear is made for the sheets and the streets, so you can grab the morning paper or tr","Yes","Product","Yes","No","Yes","21","5","6","","","Add reviews/ratings to JSON-LD"
"bamboo-silk-sleep-short-sleeve-henley","https://tascperformance.com/products/bamboo-silk-sleep-short-sleeve-henley","Bamboo Silk Sleep Short Sleeve Henley","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - it's the most comfortable sleepwear you could ever dream of, but you can wear it anywear - gra","Yes","Product","Yes","No","Yes","17","5","5","","","Add reviews/ratings to JSON-LD"
"microluxe-rib-sleep-long-sleeve-1","https://tascperformance.com/products/microluxe-rib-sleep-long-sleeve-1","MicroLuxe Rib Sleep Long Sleeve","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated","You asked, we delivered. Meet our NEW Luxury Sleepwear collection. We heard your requests to enhance the sleepwear you already love, and we've made it even better. With a new color palette and updated fits for more coverage - this sleepwear is made for the sheets and the streets, so you can grab the morning paper or tr","Yes","Product","Yes","No","Yes","22","5","4","","","Add reviews/ratings to JSON-LD"
